result,table,timestamp,co2_air_quality,dewPoint_air_quality,humidity_air_quality,temperature_air_quality,voc_air_quality,leak_tamper_leak,leak_temp_leak,leak_water_leak,plug_energy_plug,plug_overCurrent_plug,plug_overLoad_plug,plug_power_plug,smoke_tamper_smoke,smoke_temp_smoke,vib_alarm_vibration,vib_ax_vibration,vib_ay_vibration,vib_az_vibration,vib_lux_vibration,vib_seismic_vibration,vib_tamper_vibration,vib_temp_vibration
_result,0,2026-01-17T15:17:00Z,591.0000127999996,12.199999999999994,51,23.5,0.26200000000000023,null,null,null,10.819999999999997,0,0,0,1,21.699999999999992,0,0,0,0,9,0,0,22.100000000000012
_result,0,2026-01-17T15:18:00Z,591.0000127999997,12.199999999999996,51,23.5,0.2620000000000002,null,null,null,10.819999999999999,0,0,0,1,21.699999999999992,0,0,0,0,9,0,0,22.100000000000012
_result,0,2026-01-17T15:19:00Z,591.0000127999997,12.199999999999996,51,23.5,0.2620000000000002,null,null,null,10.819999999999997,0,0,0,1,21.699999999999992,0,0,0,0,9,0,0,22.100000000000012
_result,0,2026-01-17T15:20:00Z,591.0000127999997,12.199999999999996,51,23.5,0.2620000000000002,null,null,null,10.819999999999997,0,0,0,1,21.699999999999996,0,0,0,0,9,0,0,22.100000000000012
_result,0,2026-01-17T15:21:00Z,591.0000127999997,12.199999999999996,51,23.5,0.2620000000000002,null,null,null,10.819999999999997,0,0,0,1,21.699999999999996,0,0,0,0,9,0,0,22.100000000000012
_result,0,2026-01-17T15:22:00Z,591.0000127999997,12.199999999999996,51,23.5,0.2620000000000002,null,null,null,10.819999999999999,0,0,0,1,21.699999999999992,0,0,0,0,9,0,0,22.100000000000012
_result,0,2026-01-17T15:23:00Z,613.6538683076925,12.661538461538468,50.19230769230769,23.661538461538463,0.29176923076923067,null,null,null,10.819999999999997,0,0,0,1,21.699999999999992,0,0,0,0,9,0,0,22.100000000000012
_result,0,2026-01-17T15:24:00Z,622.0000256,12.800000000000006,50,23.700000000000006,0.3049999999999999,null,null,null,10.819999999999999,0,0,0,1,21.699999999999992,0,0,0,0,9,0,0,22.100000000000012
_result,0,2026-01-17T15:25:00Z,622.0000256000002,12.800000000000004,50,23.700000000000003,0.3049999999999999,null,null,null,10.819999999999997,0,0,0,1,21.699999999999996,0,0,0,0,9,0,0,22.100000000000012
_result,0,2026-01-17T15:26:00Z,622.0000256000001,12.800000000000004,50,23.700000000000003,0.30499999999999994,null,null,null,10.819999999999997,0,0,0,1,21.699999999999992,0,0,0,0,9,0,0,22.100000000000012
_result,0,2026-01-17T15:27:00Z,622.0000256000001,12.800000000000006,50,23.700000000000006,0.3049999999999999,null,null,null,10.819999999999997,0,0,0,1,21.699999999999992,0,0,0,0,9,0,0,22.100000000000012
_result,0,2026-01-17T15:28:00Z,622.0000256000002,12.800000000000004,50,23.7,0.3049999999999999,null,null,null,10.819999999999997,0,0,0,1,21.699999999999996,0,0,0,0,9,0,0,22.100000000000012
_result,0,2026-01-17T15:29:00Z,622.0000256000001,12.800000000000004,50,23.700000000000003,0.30499999999999994,null,null,null,10.819999999999997,0,0,0,1,21.699999999999992,0,0,0,0,9,0,0,22.100000000000012
_result,0,2026-01-17T15:30:00Z,622.0000256000001,12.800000000000006,50,23.700000000000006,0.3049999999999999,null,null,null,10.819999999999997,0,0,0,1,21.699999999999992,0,0,0,0,9,0,0,22.100000000000012
_result,0,2026-01-17T15:31:00Z,622.0000256000002,12.800000000000004,50,23.700000000000003,0.3049999999999999,null,null,null,10.819999999999997,0,0,0,1,21.699999999999992,0,0,0,0,9,0,0,22.100000000000012
_result,0,2026-01-17T15:32:00Z,622.0000256000001,12.800000000000004,50,23.700000000000003,0.30499999999999994,null,null,null,10.819999999999997,0,0,0,1,21.699999999999992,0,0,0,0,9,0,0,22.100000000000012
_result,0,2026-01-17T15:33:00Z,622.0000256,12.800000000000006,50,23.948275862068964,0.3049999999999999,null,null,null,10.819999999999997,0,0,0,1,21.699999999999996,0,0,0,0,9,0,0,22.100000000000012
